POINT_ID,sample_ID,GPS_LAT,GPS_LONG,median
29701724,3893,37.3758,-5.24605,0.10208465903997421
29621748,3948,37.57439,-5.38258,0.14656949043273926
29741756,3949,37.66708,-5.26555,0.13456016778945923
29761754,3950,37.65293,-5.23936,0.10007713735103607
29881742,3827,37.56784,-5.08243,0.11954173445701599
29921768,3842,37.80586,-5.08949,0.18018437922000885
29521756,3934,37.62714,-5.50961,0.12178655713796616
29441752,3933,37.57698,-5.59011,0.1182899996638298
29921810,3985,38.17863,-5.17361,0.2235180139541626
30021820,3962,38.2852,-5.08187,0.19081798195838928
29681844,3964,38.43655,-5.51196,0.13363727927207947
29721830,3983,38.31979,-5.43824,0.16475272178649902
29581834,3987,38.32954,-5.60329,0.1302047073841095
29541836,4016,38.33986,-5.65227,0.13154742121696472
29561840,4015,38.37902,-5.63833,0.1312711387872696
29581852,3988,38.48895,-5.6409,0.13827818632125854
29461854,3992,38.48441,-5.77986,0.10746677219867706
29461840,4014,38.36049,-5.75022,0.13267995417118073
29221852,4002,38.42161,-6.04465,0.15230610966682434
29261832,3996,38.2518,-5.95797,0.11278404295444489
29281840,3993,38.32681,-5.95173,0.12876850366592407
29361826,4013,38.21785,-5.83255,0.13522914052009583
29421828,3990,38.24597,-5.77034,0.09929880499839783
28921858,4017,38.41711,-6.39357,0.10494009405374527
29401924,4066,39.09123,-5.99886,0.14381736516952515
29461926,4065,39.12127,-5.9342,0.18932890892028809
29581924,4057,39.12612,-5.79401,0.13704103231430054
29481906,4051,38.94825,-5.86837,0.10719260573387146
29541898,4064,38.88869,-5.78342,0.1233433336019516
29621878,4062,38.72658,-5.6507,0.17153799533843994
29681884,4059,38.79076,-5.59577,0.10829276591539383
29681862,4061,38.59598,-5.54956,0.16746856272220612
29981914,4047,39.11129,-5.3197,0.16051065921783447
29941916,4053,39.12176,-5.36919,0.15994609892368317
29641894,4063,38.87189,-5.66202,0.0738021656870842
29701918,4054,39.09537,-5.6453,0.16000410914421082
29681938,4514,39.26859,-5.71094,0.19859075546264648
30301970,4528,39.66487,-5.0725,0.10775704681873322
30321990,4541,39.84557,-5.09148,0.15870268642902374
30261988,4524,39.81808,-5.1563,0.2239428460597992
28781920,4030,38.93705,-6.68904,0.15592366456985474
28741912,4019,38.8586,-6.71597,0.18666355311870575
28721914,4033,38.87227,-6.74305,0.127120241522789
28761906,4039,38.80961,-6.67991,0.1329277828335762
28901914,4032,38.90769,-6.54028,0.14089128375053406
29001908,4027,38.87424,-6.41415,0.17325542867183685
28621900,4026,38.72898,-6.82374,0.11450095474720001
28661894,4025,38.68398,-6.76523,0.1266278326511383
28461908,4022,38.76751,-7.01809,0.14882047474384308
28681916,4034,38.88198,-6.79262,0.21843314170837402
28721932,4029,39.03098,-6.784,0.17151151597499847
28381912,4044,38.78658,-7.12091,0.14947906136512756
28041960,17811,39.13912,-7.61698,0.18947646021842957
28261954,17829,39.13186,-7.35437,0.1598336100578308
27422010,17854,39.44562,-8.44097,0.13390915095806122
27202006,17870,39.36231,-8.67945,0.23744943737983704
27061970,17833,39.01619,-8.7452,0.22303274273872375
27001936,17744,38.70517,-8.72628,0.278969943523407
27101964,17864,38.97253,-8.68504,0.1768951565027237
27621936,17759,38.83977,-8.03155,0.17535798251628876
27681946,17778,38.94035,-7.98853,0.16719326376914978
27741908,17792,38.61922,-7.82933,0.17144659161567688
27641896,17764,38.49265,-7.91236,0.19351547956466675
27741890,17774,38.46098,-7.78632,0.14753615856170654
27281850,17650,38.01173,-8.20246,0.1773471087217331
27041840,17697,37.87206,-8.44405,0.20264893770217896
27141834,17712,37.84102,-8.31892,0.15729397535324097
27461842,17731,37.97981,-7.98368,0.12062358856201172
27401840,17732,37.94947,-8.04546,0.14824941754341125
27481840,17651,37.96647,-7.95679,0.13488514721393585
27601844,17730,38.027,-7.83314,0.14607280492782593
27501802,17733,37.6364,-7.84512,0.12666161358356476
27321784,17617,37.43995,-8.00142,0.16338077187538147
26841836,17699,37.79322,-8.65533,0.1927652359008789
27001882,17692,38.23186,-8.59138,0.18441803753376007
26581954,17846,38.76854,-9.2421,0.20549187064170837
26561964,17845,38.85139,-9.2905,0.21435235440731049
27522096,17966,40.22029,-8.54814,0.3823103904724121
27702222,18042,41.36115,-8.67478,0.4975978434085846
27722228,18041,41.41769,-8.6678,0.1999308168888092
27722242,18025,41.53999,-8.70578,0.30648502707481384
27802242,18027,41.55771,-8.61239,0.2959096431732178
27682212,18043,41.26878,-8.67102,0.2258385419845581
27922244,18022,41.60163,-8.47764,0.2830546498298645
28742448,5127,43.56107,-8.06204,0.5081509351730347
28542382,6353,42.94176,-8.119968,0.47675955295562744
28442422,5110,43.26899,-8.35073,0.49707621335983276
27942398,5102,42.94879,-8.88136,0.38733339309692383
28002400,5103,42.97971,-8.8154,0.5651425123214722
28022380,6376,42.810018,-8.734826,0.5507873892784119
28482368,6355,42.806551,-8.153241,0.5145038366317749
28362360,6350,42.710656,-8.27427,0.3642537295818329
28462348,6351,42.627578,-8.122486,0.5443655252456665
28682348,6358,42.674781,-7.860668,0.3592212200164795
28602334,6362,42.535356,-7.91822,0.5001380443572998
28742340,6456,42.61779,-7.76798,0.2732534408569336
28742344,6457,42.65254,-7.77851,0.4586808979511261
29562426,5205,43.54073,-7.01094,0.479679137468338
29022398,5180,43.1839,-7.58811,0.3879680931568146
30802376,6344,43.34163,-5.38548,0.6138889789581299
30302388,5192,43.3533,-6.01934,0.48858386278152466
30022296,5258,42.49046,-6.13152,0.13382141292095184
30002290,5267,42.43383,-6.14084,0.11750839650630951
30302302,5316,42.59665,-5.81169,0.32533419132232666
30262286,5256,42.44822,-5.82153,0.1072695255279541
30202284,5246,42.41925,-5.88828,0.13672438263893127
30302288,5255,42.47337,-5.77857,0.14059841632843018
30322286,5293,42.45951,-5.75,0.1156887412071228
30342282,5294,42.42803,-5.71675,0.12365029752254486
30602290,6167,42.546867,-5.425135,0.11894188821315765
30522306,5264,42.67311,-5.55805,0.19430530071258545
30502304,5263,42.65176,-5.5773,0.17088885605335236
30642296,6168,42.607133,-5.391191,0.2544343173503876
30722290,6173,42.568868,-5.281719,0.3439287841320038
30782288,6172,42.562154,-5.205403,0.1812317967414856
30882288,6171,42.580245,-5.085813,0.15521875023841858
30802268,6140,42.389282,-5.136112,0.22198444604873657
30842262,6133,42.343545,-5.074903,0.13149218261241913
30802240,24101,42.1421,-5.07318,0.1393224149942398
30742242,24104,42.14895,-5.14892,0.14552734792232513
30702256,5308,42.26526,-5.22807,0.11070253700017929
30582258,5302,42.26099,-5.37538,0.12211451679468155
30602264,5306,42.31759,-5.36531,0.11535826325416565
30622262,5305,42.30361,-5.33693,0.11643317341804504
30642260,5304,42.28963,-5.30856,0.12187498062849045
30702274,6174,42.424092,-5.268991,0.11563745141029358
30562274,6160,42.398437,-5.435928,0.12164874374866486
30562270,6161,42.363158,-5.426715,0.11737652122974396
30462264,5252,42.29179,-5.53191,0.23586010932922363
30502272,6157,42.369722,-5.502809,0.16102835536003113
30522274,6159,42.391049,-5.483602,0.1284370720386505
30362278,5253,42.39655,-5.68353,0.13179844617843628
30342270,5254,42.32231,-5.68864,0.11833710968494415
30442268,5274,42.32332,-5.5649,0.19759008288383484
30362254,5287,42.18504,-5.62762,0.2484915852546692
30322260,5286,42.230455,-5.689069,0.12786179780960083
30302258,5250,42.20908,-5.70816,0.16229210793972015
30322254,5249,42.17758,-5.6751,0.2715083360671997
30402244,5046,42.10433,-5.55704,0.131231427192688
30522256,5247,42.23233,-5.44213,0.11970144510269165
30542250,5248,42.1831,-5.40463,0.15460127592086792
30502250,5251,42.17573,-5.45213,0.12013323605060577
30502242,24109,42.10516,-5.43383,0.16159328818321228
30462228,24108,41.97432,-5.44928,0.12331894040107727
30402232,5044,41.99851,-5.52945,0.1268136203289032
30282228,5067,41.94093,-5.66224,0.16967350244522095
30342234,5069,42.00502,-5.60509,0.14741232991218567
30362232,5043,41.9911,-5.5768,0.11993557214736938
30222222,5068,41.87682,-5.71929,0.15447402000427246
30242218,5064,41.84531,-5.68643,0.1416916847229004
30402214,5930,41.83975,-5.4883,0.1286594122648239
30362218,5065,41.86764,-5.5447,0.1677684485912323
30422224,5928,41.93166,-5.48749,0.08903400599956512
30462224,5929,41.93902,-5.44015,0.1362648606300354
30482208,5939,41.80151,-5.38023,0.13691622018814087
30602206,5943,41.80578,-5.23401,0.11263400316238403
30622214,5931,41.88003,-5.22831,0.13288632035255432
30562216,5932,41.88676,-5.30375,0.11328336596488953
30582222,5926,41.94337,-5.29365,0.11130332946777344
30542218,5933,41.90076,-5.33193,0.1360698938369751
30522228,24102,41.98534,-5.37824,0.14615601301193237
30562224,5927,41.95736,-5.32183,0.11433887481689453
30582240,24107,42.10221,-5.33435,0.1298941820859909
30642236,24105,42.07787,-5.25413,0.12510383129119873
30642228,5921,42.00726,-5.23609,0.11622539162635803
30582226,5925,41.97867,-5.30266,0.13126714527606964
30602224,5923,41.96468,-5.27446,0.15753811597824097
30662226,5922,41.99323,-5.20787,0.12069237232208252
30782234,5945,42.08554,-5.08353,0.1365467607975006
30742224,5946,41.99002,-5.10864,0.15885742008686066
30722214,5951,41.8981,-5.11003,0.11352525651454926
30662208,5944,41.8343,-5.16763,0.14760133624076843
30682206,5962,41.82025,-5.13954,0.14002034068107605
30742212,5952,41.88405,-5.08192,0.13140243291854858
30662190,5919,41.67532,-5.12762,0.11554573476314545
30622190,5920,41.66809,-5.17477,0.13903069496154785
30602198,5964,41.73513,-5.21616,0.15343250334262848
30502206,5967,41.78754,-5.35211,0.11103551089763641
30502200,5971,41.73458,-5.33861,0.18103891611099243
30522198,5958,41.72056,-5.31052,0.12077508866786957
30542196,5965,41.70656,-5.28249,0.13531902432441711
30562184,5909,41.60425,-5.23211,0.1789996325969696
30542182,5908,41.58294,-5.2512,0.1387948989868164
30502182,5938,41.57566,-5.29827,0.14103521406650543
30502188,5959,41.62864,-5.3117,0.12264886498451233
30442186,5957,41.60003,-5.37782,0.08849664032459259
30442178,5936,41.5294,-5.3599,0.13311928510665894
30482176,5937,41.51905,-5.3084,0.16413076221942902
30602170,4975,41.48784,-5.15404,0.25900381803512573
30562176,5907,41.5336,-5.21436,0.16107764840126038
30622186,5910,41.63277,-5.1659,0.0993095189332962
30662168,4974,41.48095,-5.07912,0.1222243681550026
30642164,4977,41.44201,-5.09384,0.13922326266765594
30602162,4978,41.41714,-5.13642,0.18694572150707245
30542164,4979,41.42397,-5.21128,0.14195282757282257
30562158,4981,41.37457,-5.17455,0.12587057054042816
30522156,4982,41.34969,-5.21707,0.1187034472823143
30622150,4985,41.3147,-5.08664,0.11598460376262665
30562140,5004,41.21553,-5.13505,0.16344605386257172
30502142,5003,41.22236,-5.20966,0.11516326665878296
30562144,5005,41.25088,-5.14381,0.15291208028793335
30562152,4984,41.32157,-5.16136,0.15550991892814636
30502152,4983,41.31072,-5.23168,0.11311501264572144
30482140,4999,41.20107,-5.22866,0.1794871836900711
30462138,5000,41.17978,-5.24765,0.11848340928554535
30422138,5001,41.17251,-5.29442,0.14849503338336945
30342138,4970,41.1579,-5.38795,0.14474612474441528
30382148,5019,41.25353,-5.36337,0.1604061722755432
30402160,4998,41.36316,-5.36666,0.15725667774677277
30522162,4980,41.40269,-5.23032,0.15681789815425873
30462170,4976,41.46242,-5.31853,0.2523982524871826
30302158,5017,41.32714,-5.47939,0.1527554988861084
30382162,4997,41.37715,-5.39456,0.13536721467971802
30322152,5012,41.27785,-5.44252,0.1466839462518692
30222150,5014,41.24176,-5.55507,0.10535047948360443
30242156,5016,41.29841,-5.54516,0.12741124629974365
30162148,5031,41.21297,-5.62074,0.1557629555463791
30102146,5030,41.18415,-5.68635,0.14949342608451843
30122154,5027,41.25847,-5.68109,0.17890113592147827
30102164,5025,41.34293,-5.72725,0.1520456075668335
30142178,5008,41.4739,-5.7123,0.1427663266658783
30202184,5048,41.53802,-5.65556,0.15559247136116028
30202188,5049,41.5733,-5.66468,0.1504666805267334
30242188,5051,41.58076,-5.61764,0.11977435648441315
30222190,5050,41.59468,-5.64573,0.19415283203125
30262190,5052,41.60211,-5.59868,0.10970275104045868
30402186,5935,41.59268,-5.42492,0.11056842654943466
30362188,5924,41.60297,-5.4765,0.07981520891189575
30302194,5053,41.64482,-5.56072,0.14840756356716156
30322196,5054,41.66617,-5.54172,0.132770836353302
30422198,5968,41.70228,-5.42845,0.12620605528354645
30402208,5940,41.78682,-5.47467,0.11353152990341187
30362206,5941,41.76178,-5.51731,0.13293638825416565
30202206,5059,41.73202,-5.70596,0.12178190052509308
30142200,5057,41.66788,-5.76283,0.1341398060321808
30062206,5078,41.7057,-5.87091,0.1491154134273529
29942204,6421,41.66566,-6.00718,0.11494679749011993
29962200,6422,41.63531,-5.97178,0.09555082023143768
29982180,6419,41.46142,-5.90464,0.11520640552043915
30042190,6420,41.56049,-5.8577,0.13494296371936798
30082186,5081,41.53319,-5.80112,0.1244935393333435
29842170,6416,41.34666,-6.04553,0.19943320751190186
30042222,5076,41.84287,-5.93181,0.15859344601631165
30182224,5074,41.88695,-5.77118,0.1790599226951599
30042244,5038,42.03664,-5.98356,0.20591577887535095
30122252,5040,42.1223,-5.90766,0.18874257802963257
30202248,5042,42.10219,-5.80345,0.176496684551239
30242254,5041,42.16259,-5.77004,0.14560005068778992
30282264,5285,42.2582,-5.74594,0.1285051554441452
30242272,5296,42.32115,-5.8123,0.1134331077337265
30322278,5295,42.38905,-5.731185,0.18669399619102478
30202274,5297,42.3312,-5.8646,0.17384448647499084
30202278,5245,42.36642,-5.87405,0.11283431947231293
30082276,5298,42.32598,-6.01206,0.1384599208831787
29302230,18103,41.76889,-6.82302,0.17544710636138916
28702278,6472,42.06665,-7.65172,0.33563685417175293
28682284,6470,42.11493,-7.69098,0.2724871039390564
28822226,18086,41.63606,-7.37679,0.41347169876098633
28602222,18053,41.55519,-7.62431,0.2669883370399475
29222204,18099,41.52447,-6.85296,0.27336186170578003
29342206,18092,41.56601,-6.71717,0.28642404079437256
29382218,18105,41.67917,-6.6997,0.1402318775653839
29522188,18122,41.44325,-6.46269,0.06842495501041412
29262144,6389,41.00502,-6.66087,0.2400798797607422
29302094,4884,40.57272,-6.4964,0.2427522838115692
28782132,18015,40.80294,-7.18881,0.37242767214775085
28722138,18009,40.84336,-7.27309,0.20180799067020416
28462070,17933,40.19271,-7.40577,0.18769317865371704
29862118,6404,40.89205,-5.9025,0.1337866187095642
29922134,6405,41.04452,-5.86918,0.13173352181911469
30042136,6397,41.08471,-5.73377,0.12437935173511505
30002092,4916,40.68891,-5.68193,0.29917916655540466
30062134,6396,41.0708,-5.70588,0.12512557208538055
30062138,6398,41.1061,-5.71495,0.12147432565689087
30102138,6399,41.11358,-5.66825,0.13840901851654053
30162130,6393,41.0541,-5.58024,0.1179603785276413
30142128,6394,41.03277,-5.5991,0.11686535179615021
30102128,6395,41.02531,-5.64575,0.12332232296466827
30202130,6391,41.06152,-5.53359,0.12939317524433136
30202134,6392,41.09682,-5.54251,0.13637882471084595
30302136,4969,41.13291,-5.43024,0.12748917937278748
30282128,5033,41.05859,-5.43581,0.1637144684791565
30282120,4926,40.98793,-5.41805,0.16924771666526794
30382104,4900,40.86482,-5.26642,0.14946311712265015
30402106,4952,40.88613,-5.24753,0.16052097082138062
30362124,24114,41.0379,-5.33361,0.14826498925685883
30322128,24113,41.06592,-5.38913,0.15542103350162506
30402136,5032,41.1512,-5.31338,0.16102710366249084
30482118,4953,41.00666,-5.18047,0.1365199089050293
30502124,4940,41.06329,-5.17024,0.1468050181865692
30502134,5002,41.15168,-5.19209,0.1573624610900879
30582118,4946,41.02465,-5.06379,0.13028395175933838
30562108,4957,40.93264,-5.0655,0.1349053680896759
30462110,4960,40.93233,-5.18637,0.14297152310609818
30482108,4958,40.91826,-5.15869,0.13843974471092224
30482104,4959,40.8829,-5.15001,0.18380743265151978
30442100,4901,40.84031,-5.18789,0.1738162636756897
30362098,4899,40.80817,-5.27658,0.16449303925037384
30282102,4933,40.82893,-5.37836,0.1432056427001953
30302096,4904,40.77956,-5.34195,0.158653125166893
30342090,4898,40.733812,-5.282357,0.22466419637203217
30341994,4539,39.88454,-5.07697,0.1499026119709015
30381996,4538,39.90939,-5.03526,0.1472141146659851
30401992,4536,39.87755,-5.00399,0.1415686309337616
30442006,4542,40.00863,-4.98734,0.16951684653759003
30561996,4544,39.94126,-4.82866,0.17046453058719635
30621992,4545,39.91903,-4.74999,0.15121224522590637
30702000,4554,40.00212,-4.67683,0.19053292274475098
30781994,4551,39.96194,-4.57185,0.1399422213435173
30781990,4553,39.92646,-4.56371,0.13264042139053345
30901990,4561,39.94712,-4.42585,0.1236824244260788
30881994,4560,39.97918,-4.4569,0.1161113828420639
30802006,4557,40.0718,-4.57331,0.24173934757709503
30702048,4725,40.42652,-4.77546,0.20018194615840912
30822092,4947,40.83714,-4.7285,0.09176893532276154
30682088,4951,40.77709,-4.88295,0.19278152287006378
30702094,4950,40.83372,-4.87241,0.1569943130016327
30622096,4955,40.83723,-4.96982,0.16063213348388672
30662104,4943,40.91511,-4.94036,0.13377772271633148
30702108,4942,40.95759,-4.9023,0.12669993937015533
30602110,4954,40.95748,-5.0232,0.1378488838672638
30742126,4939,41.12391,-4.89415,0.12800447642803192
30662118,4945,41.03893,-4.97042,0.1342846155166626
30682116,4944,41.02482,-4.94278,0.13502424955368042
30742122,4938,41.08852,-4.88557,0.12348119914531708
30842118,4903,41.07077,-4.76018,0.1501270830631256
30802118,4902,41.06374,-4.80691,0.14754225313663483
30862116,4912,41.05658,-4.73256,0.14803147315979004
30822110,4932,40.99644,-4.76654,0.14977490901947021
30722098,4949,40.87266,-4.85764,0.1707194745540619
30802096,4948,40.86905,-4.76025,0.11129841953516006
30942096,4936,40.89351,-4.597093,0.1513865888118744
30962098,4935,40.914669,-4.577958,0.16130316257476807
30902116,4921,41.063583,-4.685816,0.169705331325531
30922116,4922,41.06686,-4.66295,0.18726423382759094
31002120,4911,41.1164,-4.577316,0.12794229388237
30942114,4925,41.0529,-4.63495,0.15273186564445496
31122114,4791,41.08401,-4.42444,0.12382949888706207
31082110,4792,41.041683,-4.462905,0.14096827805042267
31102104,4794,40.991962,-4.427098,0.15762382745742798
30902088,4913,40.8157,-4.627,0.14133010804653168
30922090,4914,40.83687,-4.60795,0.16185125708580017
30882084,4924,40.77683,-4.64196,0.13526052236557007
31242094,4793,40.927243,-4.243042,0.14921671152114868
31242102,4779,40.998143,-4.259422,0.15400537848472595
31302114,4796,41.114665,-4.213842,0.14094987511634827
31362116,4774,41.142517,-4.147677,0.1365216225385666
31402116,4832,41.149233,-4.100833,0.12171041965484619
31322102,4831,41.01168,-4.165963,0.10726173222064972
31462112,4773,41.123825,-4.022442,0.1448799967765808
31442016,4716,40.26858,-3.855,0.12370125949382782
31302034,4690,40.40516,-4.05243,0.12723559141159058
31402008,4692,40.19093,-3.8856,0.13904890418052673
31481998,4694,40.11525,-3.77385,0.10857337713241577
31561992,4696,40.07497,-3.67006,0.11025986075401306
31661988,4697,40.05557,-3.54714,0.11152826249599457
31642000,4703,40.15903,-3.59305,0.11684153228998184
31962040,4715,40.56576,-3.2983,0.11585816740989685
31962030,4710,40.47684,-3.27945,0.12285465002059937
32022028,4711,40.4685,-3.20605,0.13070452213287354
32042030,24049,40.48946,-3.18658,0.1358519345521927
32022034,4709,40.52186,-3.21729,0.19093811511993408
32082020,24139,40.40674,-3.1215,0.14991366863250732
32062016,24164,40.36804,-3.13727,0.17445096373558044
32042008,24018,40.29372,-3.14562,0.15449555218219757
32062010,24058,40.31465,-3.12616,0.1605803370475769
32062006,24060,40.279033,-3.11874,0.1383591592311859
31841980,4699,40.01315,-3.3246,0.12234432250261307
31921978,4705,40.00797,-3.22868,0.12178082764148712
32001982,4612,40.05611,-3.14379,0.12901976704597473
32101970,4618,39.9648,-3.00656,0.13076074421405792
32061988,4609,40.11884,-3.08559,0.08650156855583191
32142000,24059,40.23806,-3.01511,0.13211777806282043
32161990,4605,40.15213,-2.97375,0.09659886360168457
32241980,4607,40.07535,-2.86318,0.13142867386341095
32221972,4615,40.00106,-2.87186,0.14134547114372253
32221966,4619,39.94761,-2.8611,0.12096645683050156
32281970,4614,39.99236,-2.79911,0.1263822466135025
32301972,4613,40.01323,-2.77958,0.14134350419044495
32361968,4625,39.98668,-2.70324,0.12949609756469727
32401972,4603,40.0284,-2.66421,0.10881124436855316
32481972,4604,40.04034,-2.57184,0.13811704516410828
32561992,4594,40.23052,-2.51455,0.1306636929512024
32461996,4596,40.25124,-2.63753,0.11814853549003601
32421998,4599,40.26302,-2.68736,0.12252844125032425
32441984,4597,40.14132,-2.63927,0.1443130373954773
32401984,4598,40.1353,-2.68552,0.11099353432655334
32341984,4602,40.12621,-2.75483,0.11952732503414154
32341990,4601,40.17965,-2.76563,0.1208014115691185
32361996,4600,40.23615,-2.75327,0.12322227656841278
32542000,4595,40.29886,-2.55189,0.12839798629283905
32582012,24152,40.41173,-2.52673,0.14379796385765076
32522016,24151,40.43841,-2.60354,0.21070000529289246
32502018,24150,40.45321,-2.63038,0.18578562140464783
32462024,24147,40.50064,-2.6876,0.20711785554885864
32322030,24145,40.5328,-2.86125,0.11980152130126953
32282028,24143,40.50888,-2.90405,0.14433521032333374
32262026,24144,40.48796,-2.92368,0.12180690467357635
32382024,24146,40.48853,-2.78055,0.20168551802635193
32262008,24029,40.32775,-2.89076,0.13020959496498108
32182014,24024,40.36884,-2.99449,0.14279678463935852
32202010,24026,40.33635,-2.96396,0.13457635045051575
32202006,24030,40.30075,-2.95665,0.11037921905517578
32162008,24021,40.31236,-3.00662,0.1372230350971222
32142004,24007,40.27368,-3.02248,0.13478882610797882
32102006,24057,40.28527,-3.07244,0.16275371611118317
32102014,24023,40.35645,-3.08722,0.18822678923606873
32202034,24161,40.54995,-3.0081,0.09696844220161438
32162034,24004,40.54376,-3.05463,0.1485763043165207
32142036,24003,40.55842,-3.08155,0.11920267343521118
32262048,24065,40.68377,-2.9641,0.13037827610969543
32262056,24046,40.75495,-2.9789,0.1396159529685974
32182054,24039,40.72474,-3.0685,0.1236315667629242
32202060,24071,40.78125,-3.05636,0.10428466647863388
32222062,24043,40.80211,-3.03678,0.10776710510253906
32282060,24064,40.79364,-2.96297,0.12918546795845032
32562052,24154,40.76503,-2.62155,0.15157295763492584
32522056,24153,40.79466,-2.67546,0.22623586654663086
32582102,24035,41.21313,-2.68908,0.10315420478582382
32162080,24013,40.95285,-3.14062,0.11745762825012207
32142076,24016,40.91418,-3.15645,0.1280994415283203
32102064,24054,40.80122,-3.18052,0.14067623764276505
32042062,24050,40.77392,-3.24676,0.22052690386772156
