POINT_ID,sample_ID,GPS_LAT,GPS_LONG,median
28761622,3636,36.29704,-6.07164,0.4114532470703125
28801616,3635,36.25137,-6.01598,0.4594627618789673
28801634,3633,36.41106,-6.05253,0.5516639947891235
29201666,3629,36.76973,-5.68037,0.6225104928016663
29261662,3628,36.74528,-5.60665,0.5216437578201294
29341684,3625,36.95528,-5.56292,0.4043988585472107
29321682,3626,36.93385,-5.58089,0.5441601574420929
29301690,3881,37.00119,-5.61891,0.3591066896915436
29341696,3882,37.06179,-5.58702,0.5197098255157471
29361700,3880,37.10096,-5.57307,0.554760754108429
29341706,3859,37.15052,-5.60718,0.5169434547424316
29221700,3878,37.07515,-5.72709,0.5058517456054688
29261706,3860,37.13578,-5.69525,0.39234447479248047
29221704,3876,37.11063,-5.7352,0.5685526728630066
29181692,3640,36.99675,-5.75482,0.2743455171585083
29041708,3872,37.11251,-5.94144,0.3772734999656677
29001710,3883,37.12273,-5.98956,0.43632030487060547
28981702,3873,37.04841,-5.99468,0.5880824327468872
28921702,3885,37.03671,-6.06095,0.4073285162448883
28921696,3623,36.98353,-6.04853,0.3558543920516968
29001700,3874,37.03392,-5.96871,0.44822636246681213
29041690,3642,36.95291,-5.90446,0.48915138840675354
28941694,3624,36.96957,-6.02245,0.4672788977622986
28921678,3644,36.82394,-6.01144,0.45380502939224243
29161684,3630,36.92207,-5.76055,0.563319742679596
29021666,3639,36.73628,-5.87744,0.45498836040496826
29021660,3637,36.68306,-5.86527,0.5560189485549927
28821646,3631,36.52128,-6.05521,0.35659193992614746
28901658,3638,36.64283,-5.99236,0.5150858163833618
29001674,3627,36.80352,-5.91561,0.41069141030311584
28941672,3619,36.77451,-5.97723,0.3106180727481842
28921674,3643,36.78848,-6.00324,0.32332462072372437
28721676,3621,36.76827,-6.22626,0.4655752182006836
28741666,3647,36.68343,-6.18363,0.4361951947212219
28701666,3646,36.67582,-6.22738,0.19385582208633423
28601668,3645,36.67439,-6.3408,0.4173487424850464
28661678,3620,36.77449,-6.29609,0.2949824035167694
28841702,3870,37.02153,-6.14884,0.5398153066635132
28841714,3877,37.12775,-6.17361,0.3947179317474365
27781794,17675,37.62427,-7.5175,0.6216796636581421
27821832,18132,37.96729,-7.56089,0.5210558176040649
27741830,17676,37.93306,-7.64496,0.5198769569396973
27721828,17674,37.9113,-7.66248,0.4609394073486328
27641832,17688,37.9298,-7.76052,0.5383578538894653
27881848,17663,38.1206,-7.5314,0.47810107469558716
27981828,17727,37.96502,-7.37406,0.5079296231269836
27961830,17724,37.97855,-7.40087,0.496737539768219
28241746,3926,37.29403,-6.90257,0.5461622476577759
28301756,3925,37.39431,-6.85842,0.3451547622680664
28421754,3919,37.40038,-6.72175,0.47511157393455505
28761726,3866,37.2188,-6.28708,0.2370990365743637
28921714,3884,37.1431,-6.08538,0.626986026763916
28901724,3863,37.22767,-6.12812,0.6591484546661377
28981750,3946,37.47332,-6.09497,0.5864907503128052
28821746,3914,37.40736,-6.26326,0.5790342688560486
28741750,3918,37.42678,-6.35954,0.5179394483566284
28721752,3917,37.44123,-6.3864,0.4323101043701172
28921756,3945,37.51503,-6.17394,0.5264564752578735
29041754,3947,37.5201,-6.03703,0.4937308430671692
29021756,3940,37.53403,-6.06335,0.4154958724975586
29181758,3930,37.5819,-5.89044,0.5337139964103699
29261748,3931,37.50821,-5.78119,0.4812358021736145
29261730,3907,37.34863,-5.7442,0.5028173327445984
29201738,3908,37.40839,-5.8269,0.47047972679138184
29021750,3944,37.48089,-6.05075,0.5035852193832397
28981732,3864,37.31388,-6.05728,0.27623242139816284
29001728,3867,37.28222,-6.0269,0.3858848810195923
28981714,3871,37.15503,-6.01948,0.4308178424835205
29081716,3869,37.19093,-5.9139,0.4330288767814636
29161724,3913,37.276836,-5.842224,0.5972487926483154
29181710,3879,37.15642,-5.79147,0.31971147656440735
29361718,3852,37.26069,-5.6094,0.4903973340988159
29301726,3851,37.32057,-5.69189,0.475000262260437
29341742,3912,37.469887,-5.6804,0.4753561019897461
29441742,3902,37.48828,-5.56974,0.426130473613739
29381732,3856,37.38856,-5.61576,0.5747595429420471
29481730,3897,37.38916,-5.50121,0.544037938117981
29461732,3898,37.40325,-5.52736,0.469131737947464
29501736,3900,37.44606,-5.49121,0.5397779941558838
29561738,3901,37.47474,-5.42887,0.5724793672561646
29521732,3896,37.4142,-5.46103,0.43520623445510864
29421720,3857,37.28945,-5.54726,0.6255882978439331
29781702,3889,37.19468,-5.11433,0.28921014070510864
29701714,3890,37.28696,-5.22623,0.37067893147468567
29721718,3891,37.32609,-5.21206,0.4625260829925537
29821720,3899,37.36174,-5.1055,0.3462573289871216
29801730,3894,37.447,-5.14732,0.23010069131851196
